description_text,workplace_address_city,driving_license_required,employment_type_label,working_hours_type_label
"Jag är en kille på 20 år, bor i Täby och älskar att spela och sjunga.Jag behöver din assistans för att kunna bli så självständig som möjligt och kunna ta för mig av allt det goda i livet.Jag behöver en glad, öppen, ärlig, pålitlig, stark, lugn och aktiv assistent som gärna får tycka det är roligt att spela och sjunga.Det är också viktigt att du är begåvad med ett stort tålamod.Du assisterar mig i mitt lilla hus, i skolan, på resor, läger, överallt där jag är.Du får gärna vara 25år eller uppåt, det är ett plus om du har pedagogisk utbildning och/eller har erfarenhet av arbete med barn och ungdomar.Och du har goda kunskaper i det svenska språket.   Märk ansökan 238FCT.",STOCKHOLM,No,,Deltid
"Enigma Omsorg AB bedriver omsorgsverksamhet enligt LSS för barn, ungdomar och vuxna med autismspektrumstörningar. Bolaget har drygt 100 anställda och huvudkontoret är beläget i Täby.   Din utmaning  Du kommer att ansvara för alla egenutvecklade verksamhetsstödjande IT-system inom verksamheten. Jobbet innebär både förvaltning och nyutveckling. Du kommer att vara ensam utvecklare. Systemstödet är brett och omfattar många olika typer av system; bokningssystem för utbildningsverksamheten, schemaläggning, personal, avtalshantering, externa hemsidor, intranät, journalsystem etc. Vi satsar offensivt på utveckling av systemstödet för att öka vår effektivitet.  Teknisk miljö Operativsystem: Windows Server 2003, Windows Server 2000, Windows XP Utvecklingsverktyg: Visual Studio 6.0 (Visual SourceSafe), Visual Studio 2003 .NET, Cont. Studio 3.5  Databaser: SQL Server 2000 samt MSDE 2000 Programspråk: VB 6.0, C#, T-SQL, HTML, JavaScript, VBScript, JScript Metod/Modell: Windows DNA  Din profil - Systemvetare eller annan adekvat utbildning - Du bör ha minst fem års erfarenhet av motsvarande arbetsuppgifter - Du måste kunna omvandla användarnas krav och önskemål till ett effektivt systemstöd för verksamheten - Du måste behärska vår tekniska miljö (Content Studio ej nödvändigt) och något content management-verktyg - Är självständig, driftig och initiativrik  - Du har god samarbetsförmåga och är mycket flexibel - Stor vikt kommer att läggas vid personlig lämplighet",TÄBY,No,,Heltid
"Om HSB Omsorg  HSB Omsorg arbetar med hemtjänst, hushållsnära tjänster, äldreboenden, volontärer, sam larm- och nattpatrullverksamhet.Vi är idag verksamma i Täby, Danderyd, Järfälla, Haninge, Sollentuna och i Stockholm stad.HSB Omsorg arbetar för att alla ska känna trygghet i boendet.Därför anpassar vi våra tjänster efter våra kunders behov, krav och förväntningar.HSB Omsorg tillhör den kooperativa HSB-rörelsen och har varit verksamma sedan 1993.Våra nyckelvärderingar är hederlighet, öppenhet, socialt ansvar och omsorg om andra.Vår belöning är nöjda kunder.    HSB Omsorg söker nu en biträdande verksamhetschef för Natt och Larm.I tjänsten ingår b la att tillsammans med verksamhetschefen delta i att utveckla verksamheten, ta emot nya nattkunder, upprätta arbetsplaner, ha daglig kontakt med dagpersonal vilket ibland kan innebära tidiga morgnar, sköta lönerapportering, månadsfakturering samt i övrigt förekommande daglig administration inom verksamheten.Vi ställer höga krav på tillgänglighet per telefon.Du som söker ska ha högskoleutbildning, gärna socionom, med inriktning omsorg och helst ha erfarenhet av arbetsledning inom vården.För att få en bättre könsfördelning ser vi gärna manliga sökanden.Kollektivavtal finns.Om du fyller dessa krav är du välkommen att skicka din ansökan tillsammans med personligt brev, meritförteckning samt löneanspråk till HSB Omsorg, Box 2503, 183 02 Täby.Senast den 28 april vill va ha din ansökan.Märk kuvertet Natt och Larm.",TÄBY,No,,Heltid
"På ONOFF ger vi varje dag 35.000 nyfikna kunder kunnig, positiv och snabb hjälp.Med goda råd och ärliga rekommendationer gör vi det enkelt för våra kunder att göra rätt val.Vår framgång bygger på snabba beslut och medarbetare som får saker och ting att hända.Vi har 1.200 medarbetare, omsätter 3,6 miljarder och har verksamhet i Sverige, Finland och Estland.Region Stockholm består av ca 300 medarbetare som arbetar i våra 14 butiker,  vi finns representerade i hela stockholmsregionen från norr till syd.Läs mer på www.onoff.se  Tycker du om att arbeta med människor?Gillar du hemelektronik?Vill du bli delaktig i ett vinnande team?Vi söker en driven säljare till vår butik.    Som butikssäljare tar du hand om våra kunder på bästa sätt.Du har förmågan att lyssna och ställa frågor för att möta kundens behov.Utöver försäljning kommer du också att arbeta med exponering, varupåfyllnad och att hålla ordning i butiken.Vi vill att du gillar att arbeta för långsiktiga kundrelationer.En kund som ofta återvänder är en extra viktig kund därför ska alla kunder bemötas med vänlighet och respekt så de alltid känner sig välkomna!Du bör kunna hålla huvudet kallt i stressade situationer samtidigt som du inte tvekar att kavla upp ärmarna för att hoppa in där det behövs.Vi letar efter dig som är trygg i dig själv och gärna har nära till skratt.Du försöker alltid att göra ditt bästa och har som målsättning att varje kund ska lämna butiken med ett leende.Din bakgrund bör ligga inom liknande område eller att du har erfarenhet från någon servicesektor.Vi ser tidigare erfarenhet av försäljning av kapitalvaror som ett plus, men det är ändå din personliga inställning som är viktigast.Tjänsten är helgextra, med förlängning till heltid under sommaren.Tillträde omgående.Arbetstiden är oregelbunden.Lön enligt kollektivavtal.",Täby,No,,Heltid/Deltid
"Leg Sjuksköterska; Förenade Care AB   Leg.Sjuksköterska till vår Palliativa Vårdenhet och vår vårdavdelning för palliativ vård - Byle Gård.På vårdavdelningen sköter vi framförallt onkologisk palliation men även  andra diagnosgrupper förekommer.Teamarbetet är en viktig del i arbetet och inom den palliativa delen har vi samtliga yrkeskategorier anställda som man normalt återfinnes på ett sjukhus.Det är ett självständigt arbete där initiativ förmåga och förmåga att fatta egna beslut är av stor vikt.Arbetstiden är dag/kväll/helg.Kvalifikationer: Leg Sjuksköterska gärna med några års erfarenhet.Onkologisk erfarenhet år ett plus.     Ovanstående är en mycket mycket kort beskrivning av arbetet, för att få utförlig och beskrivande information ring eller besök oss snarast.Sänd din ansökan snarast och senast den 1 maj 2006.Tillträde efter överenskommelse.Kontaktperson:   ",MALMÖ,No,,Heltid/Deltid
"Idag finns Randstad i nitton länder med över 2400 lokal avdelningar i Europa, USA och Asien. På Randstad Sverige har vi specialiserat oss på att hjälpa företag med kompetent personal inom såväl produktion som administration. Med ca 500 medarbetare i Stockholm, Göteborg, Nyköping och Norrköping är vi idag ett av landets ledande bemanningsföretag. Randstad Sverige är medlem i Svenskt Näringsliv och är auktoriserat av Bemanningsföretagen, som ingår i Almega.  **** För kund s räkning söker vi nu en: **** ****** Traktorförare/förrådsman ****** Arbetsplatsen är belägen i Roslags Näsby strax norr om Stockholm. Du kommer att arbeta normala arbetstider för en byggarbetsplats.  Du är anställd av Randstad och denna tjänst är en inhyrning på minst ett år men kan bli förlängd.  Ditt nya arbete blir att köra en ""lull"", du ansvarar för maskinen vilket innebär daglig tillsyn mm. I tjänsten ingår även:      *  Ansvara för upplagsytorna     *  Ta emot transporter samt kontroll av följesedel     *  Sophantering     *  Förrådsgöromål     *  Låsning Då övrig trafik förekommer på arbetsplatsen måste man har minst B-körkort.  Man bör ha tidigare erfarenhet av att arbeta på en byggarbetsplats tidigare. Personen vi söker får gärna vara en rutinerad ""lull-förare"" men det viktigaste är din inställning, attityd, servicevilja och förmåga att ta ansvar. Känner du att gillar att gå upp tidigt på morgonen, gillar ordning & reda, tycker om ansvar, vill ha ett fritt arbete till största del utomhus skall du söka tjänsten.  Arbetet kommer starta omgående.",STOCKHOLM,No,,Heltid/Deltid
Utbildningskrav är förskollärarutbildning eller barnskötarutbildning.Även barnskötare med lång erfarenhet är välkommna att söka tjänsten.,,No,,Heltid/Deltid
"Vill du arbeta i en skola där varje elev ges något unikt - en personligt utformad utbildning - som utgår från elevens individuella mål och förutsättningar?   Kunskapsskolan har sedan starten 2000 etablerat sig som landets största friskola och fortsätter nu att växa.   Kunskapsskolan Täby är en grundskola för skolår 6-9 och ligger i Täbys nya tillväxtområde Hägernäs Strand. Skolan startade hösten 2000 och har idag ca 240 elever och 19 medarbetare. Inför hösten söker vi:  1 lärare med behörighet i matematik/no  1 lärare med behörighet i idrott och hälsa 1 kurator/specialpedagog  En ny typ av skola: Nära relation mellan elever och lärare tack vare veckovisa personliga handledningssamtal och mer tid tillsammans  Gemensamt utbildningskoncept med läromedel, instruktioner och färdigt material som frigör tid för att arbeta mer med eleverna.  Utpräglat lagarbete i arbetslag med ett gemensamt ansvar för planering, genomförande och efterarbete.   Vi arbetar systematiskt med konceptutveckling och kvalitetsuppföljning för att kunna erbjuda en utvecklande och trivsam arbetsplats för våra medarbetare och goda resultat för våra elever.   Vårt grundkrav är att du har formell behörighet. Vi söker medarbetare med olika ämnesinriktningar och olika erfarenhet. Dessutom sätter vi stort värde på ditt engagemang, din pedagogiska kompetens och din handledarförmåga. Vi vill att du ska vara en stabil och trygg person som kan skapa förtroende hos eleverna.   Låter det intressant?  Om Kunskapsskolan Kunskapsskolan är en allmän friskola öppen för alla elever. Skolan tar inte ut några elevavgifter utan finansieras med kommunal skolpeng.  Våra skolor följer den nationella läroplanen, deltar i nationella prov och följer det nationella betygssystemet. Kunskapsskolan har 17 grundskolor och 7 gymnasier, 7 000 elever, 600 medarbetare och är landets största friskola. Huvudägare är Peje Emilsson samt Investor.",TÄBY,No,,Heltid/Deltid
"Bemanningsföretaget Prime Cares viktigaste resurs är våra medarbetare. Vår målsättning är att vara den mest personliga och engagerade leverantörer av bemanningslösningar.    Vi söker dig som är undersköterska och är flexibel med erfarenhet inom olika områden.Uppdragen varierar inom hemsjukvård geriatrik,sjukhem,hemtjänst,psykiatri samt personlig assistent.   Du bör kunna rycka ut med kort varsel.  Uppdragen är inom hela stor Stockholms området.   Minst två års erfarenhet som undersköterska.   Då vi normalt får många ansökningar har vi tyvärrr inte möjlighet att besvara alla.Mottagna ansökningar returneras ej.    För oss är det viktigt att du känner glädje i ditt arbete och därför har du som konsult en stor frihet att själv bestämma när och var Du vill arbeta.  Vi erbjuder dig chansen att arbeta i en dynamisk organisation, där verksamheten präglas av personligt engagemang. På Prime Care möter du nya utmaningar, arbetsmiljöer och människor som utvecklar dig både professionellt och personligt.",STOCKHOLM-GLOBEN,No,,Heltid/Deltid
"Var med och utveckla vårt nya koncept från 1 januari 2006;  Med Veda och Barke i naturen. Frilufts Förskolor har tre förskolor i Täby, tre förskolor i Hässelby, tre förskolor i Sollentuna samt en förskola i Upplands Väsby.  Förutom att vi arbetar, utbildar och utvecklas gemensamt, så har vi också roligt tillsammans. Dessutom erbjuder vi fria måltider, friskvårdsbidrag samt arbetskläder.  Vi söker nu till Täby:  Förskollärare/barnskötare 30-40 tim/v.  vikariat HT06 Tillträde: senast augusti 2006.  Några rader om vår verksamhet; vi arbetar med utomhus- och naturpedagogisk metodik, och använder naturen som resurs. Det gör att upptäckarglädjen och forskningslusten aldrig tar slut. I naturen finns alla förutsättningar att upptäcka, utforska och leka tillsammans. Naturupplevelser i grupp tillfredsställer barnens tre grundläggande behov. Behov av kunskap (gruppkänsla). Att kunna röra sig fritt i skog och mark ger lätt upphov till sociala kontakter av olika slag. Den bästa lekplatsen för barn är en skog, en äng eller en strand. Var kan man öva sig att gå, springa, hoppa, balansera, krypa, åla eller klättra bättre än i variationsrik natur?  Genom att vistas i naturen varje dag, och prata om den, stimuleras nyfikenheten till nya upptäckter, som leder till egna slutsatser. Detta leder i sin tur till en fördjupad förståelse för olika sammanhang mellan växter, djur, människor och vår miljö.  Du som söker ska ha giltig svensk utbildning, gärna erfarenhet samt ett stort intresse av att arbeta med barn i naturen.  Referenser samt giltigt utdrag från belastningsregistret krävs. Förskolan skall vara trygg, rolig och lärorik! Hör av dig så berättar vi mer!",JÄRFÄLLA,No,,Heltid
